timestamp,paper,node_id,node_seq,task_id,git_commit,domain,status,summary,evidence,equation_labels,code_block_refs,concept_advance,predecessors,paper_anchor,risk_tier,actor_role,admission_flags,error_db_refs,evidence_sha256,metric_at_landing.name,metric_at_landing.pass,metric_at_landing.threshold,metric_at_landing.value,notes,row_hash,runtime_metadata.allocation,runtime_metadata.az_git_commit,runtime_metadata.basedir,runtime_metadata.checkpoints_reread_by_validator,runtime_metadata.closing_check.command,runtime_metadata.closing_check.timeout_s,runtime_metadata.closing_check_note,runtime_metadata.compiler_or_interpreter,runtime_metadata.cpu_budget,runtime_metadata.cpus_per_task,runtime_metadata.device,runtime_metadata.dtype,runtime_metadata.elapsed,runtime_metadata.key_libraries,runtime_metadata.l40s_admitted_by,runtime_metadata.language,runtime_metadata.n9,runtime_metadata.n_all,runtime_metadata.n_rectangular,runtime_metadata.nlwp_max,runtime_metadata.nlwp_samples,runtime_metadata.o30_reappend_of_row_hash,runtime_metadata.out_of_set_keys_gatekeeper,runtime_metadata.out_of_set_keys_selfplay,runtime_metadata.policy_check,runtime_metadata.result_row,runtime_metadata.slurm_job,runtime_metadata.slurm_job_id,runtime_metadata.torch,runtime_metadata.train_py_sha256_after,runtime_metadata.train_py_sha256_before,verification.command,verification.timeout_s,verification_run.command,verification_run.duration_s,verification_run.exit_code,verification_run.output_sha256,verification_run.output_tail,verification_run.ran_at
2026-09-04T02:04:56.197658+00:00,arxiv-1902.10565,arxiv-1902.10565::train_resume_semantics,1,paper_code_map,17ce80a,numerical,preliminary,"train.py resumes unconditionally from <traindir>/checkpoint.ckpt (model config then comes from the checkpoint, -model-kind ignored), rotates 4 short-term checkpoints, writes longterm_checkpoints every 12 h, exports model.ckpt every epochs_per_export (default 1), and -stop-when-train-bucket-limited makes it exit instead of sleeping; no TensorBoard, metrics are metrics_train.json / metrics_val.json",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"python/train.py:81,122,124,434-439,573-578,614-622,780-796,850,1206-1213,1350-1351,1440-1451,1845-1889; python/katago/utils/training_data_generator.py:12-20",R1,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,,22b3d86e2e1ca0fff32bd96bf21f0f77e32cb76264c645c45fe55472c761e500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.243800+00:00,arxiv-1902.10565,arxiv-1902.10565::data_format_pos_len,1,paper_code_map,17ce80a,numerical,preliminary,"Training-row layout at posLen L: binaryInputNCHWPacked 22*ceil(L^2/8) B, globalInputNC 76 B, policyTargetsNCMove 4(L^2+1) B, globalTargetsNC 320 B, scoreDistrN 2L^2+120 B, valueTargetsNCHW 5L^2 B, qValueTargetsNCMove 6(L^2+1) B => 7675 B (L=19) vs 2145 B (L=9), compressed x0.12; dataBoardLen (cfg) must equal -pos-len (train.py), asserted at data_processing_pytorch.py:91; rows/turn = floor(w)+Bernoulli(frac(w)) with w=0 on cheap-search turns",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"cpp/dataio/trainingwrite.cpp:288-334,1030,1092-1096,1206-1251; python/shuffle.py:39-47; python/katago/train/data_processing_pytorch.py:91; cpp/configs/training/selfplay1_maxsize9.cfg:10-16; python/selfplay/train.sh:88",R1,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,,2359d179ca47d52dc3c646d40cd149cad4ded6f7e796235ca3efc5d79d86d518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.297195+00:00,arxiv-1902.10565,arxiv-1902.10565::training_window_shuffle,1,paper_code_map,17ce80a,numerical,preliminary,"shuffle.py window: -keep-target-rows (required; loop passes 600000), -min-rows (loop 100000; default 250000), -taper-window-scale (loop 50000), -expand-window-per-row 1.0, -taper-window-exponent 1.0, -approx-rows-per-out-file 70000, -num-processes; output shuffleddata/<ts>/data*.npz + <ts>.json range; refuses non-empty out-dir; the paper's N_window formula (l.638) is superseded by these flags",results/ktg/paper_1902.10565/evidence/decomposition/audit_loop_scripts_configs.md,,,False,[],"python/shuffle.py:420-421,777-791,812-815,862-867,1079-1083,1213-1239,1330-1335; python/selfplay/synchronous_loop.sh:58,63,65-66,105; python/selfplay/cleanup_old_dirs.py:12-24",R0,worker,,,34dc4af177588d3beb36f9cf31ef056490cf587a1526f138ab5298a4e9900519,,,,,,432848a509c55e3108f86786eed6fc3f4441b78186f029fa523bf3d5779e8f02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.432563+00:00,arxiv-1902.10565,arxiv-1902.10565::env_build,1,env_build,17ce80a,numerical,hypothesis,"venv (torch 2.11.0+cu128, numpy, packaging, psutil, nvidia-cudnn-cu12>=9.8) + KataGo v1.18.2 cpp built with USE_BACKEND=CUDA on a B200/B300 node; smoke = katago version/runtests + benchmark on a random-init b5c48h3tfr at -boardsize 9 + torch forward/backward at pos_len 9",,,"[""results/ktg/paper_1902.10565/codes/env/env_build.sbatch"", ""results/ktg/paper_1902.10565/codes/env/env.sh""]",False,[],"cpp/CMakeLists.txt:717-782,1123-1143; cpp/neuralnet/cudabackend.cpp:13; Compiling.md:31-38",R2,worker,,,,,,,,"Being executed by another worker as Slurm job 297952 (gb205) while this row was written; left at hypothesis until its smoke evidence lands in results/ktg/paper_1902.10565/evidence/env/. Known hazard: CMakeLists.txt:761 omits sm_100 for CUDA 12.8 (unconditional set), so the binary may run only via compute_90 PTX JIT; verify with cuobjdump --list-elf | grep sm_100.",8fb11485e738df424453e9ef6561596203c8ffc9b27adca600e0ae96003c4393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.481408+00:00,arxiv-1902.10565,arxiv-1902.10565::cfg_9x9_override,1,cfg_9x9_override,17ce80a,numerical,hypothesis,"Mission-owned selfplay_9x9.cfg / gatekeeper_9x9.cfg / train wrapper derived from cpp/configs/training/{selfplay1,gatekeeper1}_maxsize9.cfg with bSizes=9, bSizeRelProbs=1, allowRectangleProb=0, dataBoardLen=9, -pos-len 9, and thread keys sized to the 24-CPU cap (numGameThreads 18 selfplay / 20 gatekeeper, numSearchThreads 1, numNNServerThreadsPerModel 1)",,,,False,"[""arxiv-1902.10565::selfplay_search_params"", ""arxiv-1902.10565::game_randomization_9x9"", ""arxiv-1902.10565::gating_rule"", ""arxiv-1902.10565::data_format_pos_len""]","cpp/configs/training/selfplay1_maxsize9.cfg:16,84,95-97,116,123; gatekeeper1_maxsize9.cfg:18,20,38-40,50; python/selfplay/train.sh:88",R1,worker,,,,,,,,Verification is parse-only (katago parses the cfg and reports bSizes) plus a diff against the upstream preset showing exactly the intended key changes; no GPU needed beyond a 1-GPU job for the parse.,63c0d9c9b62cbd310a484ccc0fdef847b36399e4465f911edeaedd58b7b5f8bf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.541197+00:00,arxiv-1902.10565,arxiv-1902.10565::tiny_model_export_smoke,1,tiny_model_export_smoke,17ce80a,numerical,hypothesis,export_model_pytorch.py -export-random-initialized-model b5c48h3tfr -> model.bin(.gz) whose block kinds are transformer_attention_block/transformer_ffn_block; katago benchmark -boardsize 9 with the mission selfplay_9x9.cfg runs >0 visits/s and desc.cpp accepts every block kind,,,,False,"[""arxiv-1902.10565::env_build"", ""arxiv-1902.10565::transformer_trunk_b5c48h3tfr"", ""arxiv-1902.10565::cfg_9x9_override""]","python/export_model_pytorch.py:34-42,469-504; cpp/neuralnet/desc.cpp:1521,1542,1557; cpp/command/benchmark.cpp:199-206",R2,worker,,,,,,,,,8a0a8f2e283c7d4971725a66d1ba313d816a968ea3c5ab3f9ab16b951e8b72ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.587176+00:00,arxiv-1902.10565,arxiv-1902.10565::synchronous_loop_smoke,1,synchronous_loop_smoke,17ce80a,numerical,hypothesis,"One full cycle of a mission-owned copy of python/selfplay/synchronous_loop.sh (gatekeeper -> selfplay -> shuffle -> train -> export) on 1 GPU with tiny knobs (NUM_GAMES_PER_CYCLE ~20, SHUFFLE_MINROWS ~200, samples-per-epoch ~2000) producing one exported net in models/ from 9x9 data at pos_len 9",,,,False,"[""arxiv-1902.10565::tiny_model_export_smoke"", ""arxiv-1902.10565::cfg_9x9_override"", ""arxiv-1902.10565::loop_resume_under_walltime""]","python/selfplay/synchronous_loop.sh:57-66,93-116; python/selfplay/export_model_for_selfplay.sh:54-56,89-108",R3,worker,,,,,,,,,5ddd4b0d6c3f79e11ed8dea5586593212fbacfe2fce4d0c37dacbe5136ad90b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.638618+00:00,arxiv-1902.10565,arxiv-1902.10565::loop_resume_under_walltime,1,loop_resume_under_walltime,17ce80a,numerical,hypothesis,"Slurm wrapper that re-submits itself under the 3-day MaxTime and restarts the loop idempotently: train.py auto-resumes from train/<name>/checkpoint.ckpt, shuffle/selfplay write atomically (.tmp -> rename), the export rm-before-mv window (export_model_for_selfplay.sh:89 vs :108) is closed by reordering or by cleaning *.exported on startup",,,,False,"[""arxiv-1902.10565::train_resume_semantics""]","python/train.py:573-574,780-796,850; cpp/dataio/trainingwrite.cpp:1093-1096; python/selfplay/shuffle.sh:105; python/selfplay/export_model_for_selfplay.sh:54-56,89,108",R2,worker,,,,,,,,,3cb896c6c388ac84392e5c4f572f4b155e9f3cdaa53131186460b68d0d9f7432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.690774+00:00,arxiv-1902.10565,arxiv-1902.10565::selfplay_stage,1,selfplay_stage,17ce80a,numerical,hypothesis,"katago selfplay at production knobs on 9x9 (maxVisits 600, cheapSearchProb 0.75 / cheapSearchVisits 100, rootDesiredPerChildVisitsCoeff 2, numGameThreads 18) sustains a measured games/hour and rows/game (~22 expected) on 1 GPU with total OS threads <= 24",,,,False,"[""arxiv-1902.10565::synchronous_loop_smoke"", ""arxiv-1902.10565::selfplay_search_params"", ""arxiv-1902.10565::playout_cap_randomization"", ""arxiv-1902.10565::root_explore_and_target_pruning"", ""arxiv-1902.10565::score_utility_search""]","cpp/command/selfplay.cpp:45,243,292-293,350-364; cpp/configs/training/selfplay1_maxsize9.cfg:60-62,84,115,148",R2,worker,,,,,,,,,e4f1ddc0049dfcd4ab576f51d65429f555a961940052fe801e7ad1e42ae38dab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.742482+00:00,arxiv-1902.10565,arxiv-1902.10565::shuffle_stage,1,shuffle_stage,17ce80a,numerical,hypothesis,shuffle.py over selfplay/*/tdata at pos_len 9 with -keep-target-rows / -taper-window-scale / -min-rows sized for 9x9 (rows/game ~22) emits shuffleddata/<ts>/data*.npz + .json range and train.py accepts it (shape assert data_processing_pytorch.py:91),,,,False,"[""arxiv-1902.10565::selfplay_stage"", ""arxiv-1902.10565::training_window_shuffle"", ""arxiv-1902.10565::data_format_pos_len""]","python/shuffle.py:39-47,146-149,777-791,1079-1083,1330-1335; python/selfplay/shuffle.sh:39-112",R1,worker,,,,,,,,,acec70e8685a2d72db13d785f8c6868d5e51c900b50c42b07244c7df05b03cdc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.792234+00:00,arxiv-1902.10565,arxiv-1902.10565::train_stage,1,train_stage,17ce80a,numerical,hypothesis,"train.py -model-kind b5c48h3tfr -pos-len 9 on 1 GPU with OMP/torch threads capped, -samples-per-epoch / -max-train-bucket-size sized to the selfplay rate, writes checkpoint.ckpt per epoch and an exportable model.ckpt per epochs_per_export; loss terms (policy, value, ownership, score, futurepos, ...) finite and decreasing over the first epochs",,,,False,"[""arxiv-1902.10565::shuffle_stage"", ""arxiv-1902.10565::loss_targets_metrics"", ""arxiv-1902.10565::transformer_trunk_b5c48h3tfr"", ""arxiv-1902.10565::train_resume_semantics"", ""arxiv-1902.10565::train_optimizer_schedule""]","python/train.py:81,122,124,434-439,573-578,1440-1451,1845-1889; python/selfplay/train.sh:83-93",R2,worker,,,,,,,,,4983f74f5972f3470f7b1b2be980d5ae3f07557b936d143867f30a042bc0fde0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.843172+00:00,arxiv-1902.10565,arxiv-1902.10565::export_stage,1,export_stage,17ce80a,numerical,hypothesis,"export_model_for_selfplay.sh (mission copy calling export_model_pytorch.py, never the stale export_model.py) turns each torchmodels_toexport/<name>/model.ckpt into models/ or modelstobetested/<name>/model.bin.gz + model.ckpt + metadata.json, and the C++ engine loads it (findLatestModel by mtime)",,,,False,"[""arxiv-1902.10565::train_stage"", ""arxiv-1902.10565::tiny_model_export_smoke""]","python/selfplay/export_model_for_selfplay.sh:32-36,77,84-108; python/export_model_pytorch.py:120-122,682; cpp/dataio/loadmodel.cpp:20-89",R1,worker,,,,,,,,,2058e8ca85711d9c80497f947479d6f59666650c336af4567bdee98af93582e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-04T02:04:56.900579+00:00,arxiv-1902.10565,arxiv-1902.10565::gatekeeper_stage,1,gatekeeper_stage,17ce80a,numerical,hypothesis,"katago gatekeeper with gatekeeper_9x9.cfg (numGamesPerGating 200, maxVisits 150, -required-candidate-win-prop 0.5 default, numGameThreads 20) tests each modelstobetested/<name> against models/ latest, renames into models/ or rejectedmodels/, and exits 0 with -quit-if-no-nets-to-test",,,,False,"[""arxiv-1902.10565::export_stage"", ""arxiv-1902.10565::gating_rule""]","cpp/command/gatekeeper.cpp:271,399-402,516-525,551-552,591-598,623-648; cpp/configs/training/gatekeeper1_maxsize9.cfg:18-24,49",R1,worker,,,,,,,,,a90086bfeaa81f3d52bb8237e9881021fe7d390c4234804dd9c49628a8d32860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
